,_id,text,username,followers_count,status
45,5faba79968979ba54f425cf8,"RT @staphtraining: #Freedom doesn't grow on a tree. 

#WednesdayMotivation #wednesdaywisdom #wochenteiler",fadullo602,10761,0.0
46,5faba7b768979ba54f425cf9,This shrapnel-damaged helmet was worn by a German school teacher fighting on the Eastern Front in 1914. It is now i… https://t.co/Kfui9YZHb6,antiquarianism,897,0.0
47,5faba7c168979ba54f425cfa,Thread @schb @weckbrodt,resedagruen,406,0.0
48,5faba7de68979ba54f425cfb,Sharing Big Cock @xtrabigdicks All three guys are in bed naked with Hans Berlin &amp; Sean Duran stroking Phoenix Felli… https://t.co/CvtTl9UOpi,MenOnTheNet,20387,0.0
49,5faba7ea68979ba54f425cfc,"RT @TedUrchin: This was going to be built in the UK before Brexit. 
Thanks for nothing, Brexiters, you myopic and selfish fools. 
Tesla Gig…",DalyRutland,163,0.0
50,5faba7f968979ba54f425cfd,RT @wirereporter: Germany's Foreign Minister @heikomaas discussed the impact that @joebiden's election could have on trans-Atlantic relatio…,peaceagreement1,429,0.0
51,5faba80b68979ba54f425cfe,RT @OsamaSMAmin: One of the #Amarna letters. A letter from Abdi-Heba (local chieftain of #Jerusalem) to the Egyptian Pharaoh #Amenhotep III…,HarutaSeiro,1432,0.0
52,5faba81468979ba54f425cff,"RT @Ladhka: RT last wake up if true #Ethiopia recalled Tegaru consular staff  all world. They were told orally, without any letters from th…",esseysamiyos,52,0.0
53,5faba81468979ba54f425d00,"Blinkist is hiring 👉 Lead UX Researcher in Berlin, Germany - Remote #remotejob #ui #ux #job https://t.co/XRlEok9jcI",uiuxjobsboard,329,0.0
54,5faba81568979ba54f425d01,"RT @RareEarthVienna: We're #hiring in Vienna 🇦🇹 &amp; Berlin 🇩🇪! Join a small, inclusive, collaborative team creating our own IP on PC/next-gen…",skylabops,1136,0.0
55,5faba81668979ba54f425d02,Now  Lord Litter's Radio On Show - Abyss #experimentalradio #MAGA #undergroundculture https://t.co/cygD2w8f3G ! tun… https://t.co/5x3P76XMvk,radio_on_berlin,578,0.0
56,5faba81a68979ba54f425d03,"@RobertDeNiroUS He talks just like Joseph Goebbels, approximately 75 years ago in the bunker in Berlin🤮",dickmughal,26,
57,5faba81b68979ba54f425d04,Lord Litter's Radio On Show - Abyss #experimentalradio #MAGA #undergroundculture https://t.co/cygD2w8f3G is startin… https://t.co/cqM7LCdNgx,radio_on_berlin,578,
58,5faba81b68979ba54f425d05,"Have a beautiful start to the day 💛
#Berlin #visitberlinlater #WednesdayMotivation

📷 Instagram / yk_n_c https://t.co/bIkZmSTa2i",BerlinTourism,34810,
59,5faba81d68979ba54f425d06,"RT @OsamaSMAmin: Rare! The Akkadian cuneiform inscription mentions the name of #Jeconiah (Jehoiachin), King of #Judah (in modern-day #Israe…",HarutaSeiro,1432,
60,5faba81f68979ba54f425d07,Perfect weekend getaway from Berlin- Potsdam - BudgetTraveller https://t.co/t2SYMNmtv5 #visitgermany #worldheritage… https://t.co/XmY2kRf1VL,BudgetTraveller,23752,
61,5faba82a68979ba54f425d08,"RT @o_abuga: This is Germany ambassador to Tanzania escorting opposition leader Tundu Lissu to exile in Berlin. Truth be told, Kenya is a p…",elijahmgunner,5294,
62,5faba83568979ba54f425d09,"GREECE &gt;&gt; On this grey and cold morning in #Berlin, I'm thinking of sunnier days in #Kos #Greece just a couple week… https://t.co/f04RZKyiss",parttimepax,986,
63,5faba83968979ba54f425d0a,"@IvankaTrump Pfizer Came From Germany. Ivanka, get your facts straight.

https://t.co/QGoWRWJ59m",DavidW_340,8830,
64,5faba83b68979ba54f425d0b,📷 greekromangods: Mural Painting: Hades and Persephone 1827 Karl Friedrich Schinkel (1781–1841) Berlin ** Visit my… https://t.co/1Sf50v8DOB,ThomasBolt,6293,
65,5faba83d68979ba54f425d0c,"RT @LudwigLarcher: @realDonaldTrump This jumping jack #Biden is never allowed to become president. Destroy this forger. Keep going, Mr. Pre…",hr4ever2,475,
66,5faba85568979ba54f425d0d,"RT @JEF_ParisIdF: // International Euroquiz // (in English)

Do you like talking about the European Union 🇪🇺? Do you like quizes 🤔? 

You c…",EuropaDirect,2337,
67,5faba86068979ba54f425d0e,@ProfPeterDoyle Might be of some inmterest to you,notacunningplan,439,
68,5faba86a68979ba54f425d0f,"https://t.co/OnNqVN8J6P
Epatetuka added a bet 'Olympiakos Pireus - Alba Berlin' with odds and prediction 2.70 for Over, stake - 10/10",JohnnyBetPicks,552,
69,5faba86c68979ba54f425d10,RT @VolkerHaucke: New ERC postdoc &amp; PhD student positions in molecular neuroscience and cell biology in the Haucke lab. Apply now to explor…,ramlieuro,25,
70,5faba87568979ba54f425d11,"Fragrance Foundation Germany - FiFi Awards - Duftstars 2020

Happy for creating the winning fragrance in the catego… https://t.co/jy5Ijeolmr",marieurbanscent,483,
71,5faba87d68979ba54f425d12,"I hope Nairobi will get a flashback of her life before the heist,just like Berlin😥",itsmecherrylove,301,
72,5faba89768979ba54f425d13,RT @SebDance: Somewhat ironic the Tories are trumping the passing of a bill to remove Brits’ rights to move freely about their own continen…,Davesmum21,238,
73,5faba8a268979ba54f425d14,"RT @OsamaSMAmin: I've always been fascinated by the fine details of ancient artifacts (I don't like gross anatomy). Scrutinize, in close pr…",HarutaSeiro,1432,
74,5faba8ae68979ba54f425d15,RT @Interiorporns: I love the sunken living room concept in this home in Berlin https://t.co/DhsG0ST6ck,Interiorporns,382167,
75,5faba8c968979ba54f425d16,I love this man so much,TATOY_SENPAI,3,
76,5faba8c968979ba54f425d17,"This tweet by @SDullien was retweeted 7 times, favorited 35 times and commented 3 times. https://t.co/A5aCHqmKx1",EconTweetingBot,663,
77,5faba8cc68979ba54f425d18,RT @di_plein: @crazyandwildboy Unredux #duet with #diplein It’s f*cking Berlin #rave #raves #ubahnparty #subwayparty #berlin #fy #fyp #vira…,Banchan1230,368,
78,5faba8cd68979ba54f425d19,RT @Interiorporns: I love the sunken living room concept in this home in Berlin https://t.co/DhsG0ST6ck,debbiehoonn,177,
79,5faba8cd68979ba54f425d1a,"RT @RareEarthVienna: We're #hiring in Vienna 🇦🇹 &amp; Berlin 🇩🇪! Join a small, inclusive, collaborative team creating our own IP on PC/next-gen…",pexypexpex,60,
80,5faba8d968979ba54f425d1b,RT @Teslarati: Tesla Giga Berlin engineer explains '25 guns' email address https://t.co/BMQ6W9BV4e,gezgintrk,12390,
81,5faba8ea68979ba54f425d1c,I LOVE THIS MAN SO MUCH,TATOY_SENPAI,3,
82,5faba8ed68979ba54f425d1d,"RT @Teslarati: Tesla’s entry-level wages for Giga Berlin are a ‘blast’ at their level: workers’ agency head
https://t.co/gn8ozTBmGI",gezgintrk,12390,
83,5faba90668979ba54f425d1e,Morning walk in central Berlin. Can you see the dome of the parliament building in the distance?Let's go!… https://t.co/f6jxSVXoJe,KWaldersee,901,
84,5faba90968979ba54f425d1f,"Undergraduate programs - Open house Spring 2021 is this Friday! Register now!
#tourocollegeberlin #tcb #berlin… https://t.co/loRtKcK4CS",touro_berlin,182,
85,5faba90d68979ba54f425d20,"Very interesting talk by the founder BioNTech, Ugur Sahin, in October 2018 in Berlin. He mentions (at 11:32) how th… https://t.co/NmGeA4Fgva",MikeDeeeeeee,123,
86,5faba90e68979ba54f425d21,"RT @Teslarati: Tesla secures another preliminary permit for Giga Berlin’s casting facility, allowing the EV maker to continue its construct…",gezgintrk,12390,
87,5faba93168979ba54f425d22,"RT @RareEarthVienna: We're #hiring in Vienna 🇦🇹 &amp; Berlin 🇩🇪! Join a small, inclusive, collaborative team creating our own IP on PC/next-gen…",_janloehr,223,
88,5faba93768979ba54f425d23,"RT @HistoryRoadshow: History Archives! 🎞

History of the Rise and Fall of the Berlin Wall a guarded iron curtain that physically divided Be…",chrisderrick1,32678,
89,5faba94568979ba54f425d24,@bainser Same when I was in Berlin back in the summer.,deadliftbear,3066,
90,5faba94f68979ba54f425d25,"RT @AuschwitzMuseum: 10 November 1895 | German Sinti woman Alma Bertram was born in Berlin.

In #Zigeunerlager (Gypsy camp) in Auschwitz II…",grape__10,47,
91,5faba95268979ba54f425d26,"@HighburyHawk @BBCJonSopel @realDonaldTrump Actually no, you're wrong. Berlin funded the research and development;… https://t.co/sSzpaAWlJ5",kaye_wadland,4,
92,5faba96568979ba54f425d27,"Material Handler - New Berlin, WI https://t.co/Uc4cbZ5rWr",BeBravent,12,
93,5faba98e68979ba54f425d28,"A tribute to my great uncle Alexander Matthew James Bell 1909-1944.
Air Bomber on a Lancaster Bomber with #RCAF 
Pl… https://t.co/EFqVPnXKhN",jfridmason,240,
94,5faba99068979ba54f425d29,"U1 Hallesches Tor
#berlin #bvg #weilwirdichlieben #architecture #daily https://t.co/91rfZB6mV4",ayoo_oona,31,
95,5faba99368979ba54f425d2a,"@TnPresidency These Libyans will create absolutely NOTHING.
They are Libyans that call foreigners: MASTERS.
That we… https://t.co/FiYxSk6G0a",LYIntelligence,252,
96,5faba99a68979ba54f425d2b,RT @VolkerHaucke: New ERC postdoc &amp; PhD student positions in molecular neuroscience and cell biology in the Haucke lab. Apply now to explor…,stonegrail,20,
97,5faba9a268979ba54f425d2c,Come work with me 😁,_janloehr,223,
98,5faba9a468979ba54f425d2d,"11-year old boy threatens teacher in #Spandau, #Berlin. How well integrated Muslims are!

#Islam is a huge problem… https://t.co/drCKjHUUph",GermanCaliphate,1,
99,5faba9b168979ba54f425d2e,"RT @wikivictorian: Portrait of Tsar Nicholas II (left) and King George V (right). Photographed in Berlin, 1913. https://t.co/byoQ3GVKZM",roiroiroi1804,92,
100,5faba9b368979ba54f425d2f,"#YouGotGoodTaste #Berlin

#np Ian Ottaway - Roll With the Damned
#Facebook https://t.co/DiMGK8cL4l
#Periscope… https://t.co/QC8w2sbdoB",francois_sky,1151,
101,5faba9b868979ba54f425d30,"#YouGotGoodTaste #Berlin, 11 11 2020, #np Ian Ottaway - Roll With the Damned https://t.co/OXp49ss6KX",francois_sky,1151,
102,5faba9ce68979ba54f425d31,@MigunaMiguna  isn't a Kenyan?,wasikebakasa,340,
103,5faba9e768979ba54f425d32,RT @meazaG_: No Tigrayan should return to #Ethiopia and become another statistics in fascist @AbiyAhmedAli’s concentration camps. Stay put.…,JesesMy,1,
104,5faba9f268979ba54f425d33,ECFR Deputy Director Vessela Tcherneva wrapping up the discussions in the framework of the Think Tank and Civil Soc… https://t.co/nkUcx2Pe1x,MSimeonova11,62,
105,5faba9f268979ba54f425d34,Wanna make awesome games with awesome people? We're hiring!,omnommo,74,
106,5faba9f568979ba54f425d35,Finnish Speaking Inside Sales Representative to Berlin https://t.co/d2QCUJKsyL)  #Berlin,Work_in_Germany,1357,
107,5fabaa0268979ba54f425d36,RT @KWaldersee: Morning walk in central Berlin. Can you see the dome of the parliament building in the distance?Let's go!…,amemomo_M,2192,
108,5fabaa0c68979ba54f425d37,@rider_jon Great film. I use 'Berlin - Ecke Schönhauser' and that initial Halbstarken scene under the Ubahn tracks… https://t.co/bGSR8o2rO2,KatrinSchreiter,553,
109,5fabaa1668979ba54f425d38,UK No.1 on this day in 1986: Berlin - Take My Breath Away https://t.co/4E10v8aq61 via @YouTube,FXMC1957,51405,
110,5fabaa1a68979ba54f425d39,"RT @IranHrm: From the German resistance memorial, Berlin: 
""You did not bear the shame
You resisted
Sacrificing your life
For freedom, just…",PayameSabaa,1823,
111,5fabaa1c68979ba54f425d3a,"#EndAnglophoneCrisis
Join us on Saturday. 12pm Gendarmenplatz, Berlin.
Wear face masks and keep distance!
Bring can… https://t.co/EnGeBdRMbr",JasperWhitlow,30,
112,5fabaa2668979ba54f425d3b,"one more question.........?
#lether #gay #berlin #gayberlin #ledermantel #master #masterslave #fetisch #fetish… https://t.co/0N9v2nWlxY",MasterTopXXL1,2704,
113,5fabaa3d68979ba54f425d3c,"RT @GermanyinUSA: Today is the anniversary of the fall of the Berlin Wall! 🎉

The Wall divided East and West Berlin for 28 years. But today…",MartialSeeker,8,
114,5fabaa4a68979ba54f425d3d,"@LethalLottie @Womans_Place_UK @AudreySuffolk Yes, a beautiful place. I took the photo when I visited Berlin three… https://t.co/ItZeRlLBRf",annie_blackmore,1440,
115,5fabaa5168979ba54f425d3e,Na toll. 🙈,bluebirds47,344,
116,5fabaa5c68979ba54f425d3f,"#EndAnglophoneCrisis
Join us on Saturday. 12pm Gendarmenplatz, Berlin.
Wear face masks and keep distance!
Bring can… https://t.co/Cpv01kjRlJ",JasperWhitlow,30,
117,5fabaa6168979ba54f425d40,RT @meazaG_: No Tigrayan should return to #Ethiopia and become another statistics in fascist @AbiyAhmedAli’s concentration camps. Stay put.…,enyonathan,31,
118,5fabaa6268979ba54f425d41,"RT @JasperWhitlow: #EndAnglophoneCrisis
Join us on Saturday. 12pm Gendarmenplatz, Berlin.
Wear face masks and keep distance!
Bring candles…",eac_bot,91,
119,5fabaa6668979ba54f425d42,RT @willyhobal: 1/2 #TravelDemographics - Germany is located in central and western Europe. It has a population of 83.1million people and a…,TourguidesNet,2207,
120,5fabaa6f68979ba54f425d43,"RT @JasperWhitlow: #EndAnglophoneCrisis
Join us on Saturday. 12pm Gendarmenplatz, Berlin.
Wear face masks and keep distance!
Bring candles…",weprotestio,170,
121,5fabaa6f68979ba54f425d44,"RT @JasperWhitlow: #EndAnglophoneCrisis
Join us on Saturday. 12pm Gendarmenplatz, Berlin.
Wear face masks and keep distance!
Bring candles…",weprotestio,170,
122,5fabaa7268979ba54f425d45,RT @meazaG_: No Tigrayan should return to #Ethiopia and become another statistics in fascist @AbiyAhmedAli’s concentration camps. Stay put.…,BogalePaulo,273,
123,5fabaa7468979ba54f425d46,"@Katy_Ann_Snake 😮Ooh, Cutie Pie🤗😘.. Worried, me now.. Glad the poochies 'guard' you.. Please, get better asap 🤗 Sen… https://t.co/Jdg8dbg9Zr",AliceB01973554,1356,
124,5fabaa7668979ba54f425d47,This seems to be very good.. Fun and motivating! 🎊,LalouxAurore,25,
125,5fabaa9468979ba54f425d48,@Zapadoslav47 Yeah they were already in Berlin at that point,kaisermosleyIII,131,
126,5fabaa9d68979ba54f425d49,The color of the sky in Berlin is pale silver. #c9c5c4 https://t.co/RSYsjjJbeT,colorofberlin,104,
127,5fabaaa568979ba54f425d4a,"RT @ulrichspeck: A first hint how Biden may see transatlantic cooperation.

First priority is to engage with the big capitals, not Brussels…",TepiZep,253,
128,5fabaaab68979ba54f425d4b,"RT @PunKandStuff: 31 years ago today saw the fall of The Berlin Wall
Here's Joey Ramone lending a hand. https://t.co/YxDf5vuTaH",MudahBaran,82,
129,5fabaaae68979ba54f425d4c,@TaraDomOs Yup! It's 7 degrees and cloudy today in Berlin and I'm in lockdown with no intention of going out - still wearing sunblock.,ababygodzilla,2996,
130,5fabaab068979ba54f425d4d,"@jetfury I won't hold your feet to the fire for your 'Frahm' take, but instead use as opp. to recommend the Berlin-… https://t.co/lk1zGgqg3g",ScottJohannsson,621,
131,5fabaab468979ba54f425d4e,RT @BudgetTraveller: Perfect weekend getaway from Berlin- Potsdam - BudgetTraveller https://t.co/t2SYMNmtv5 #visitgermany #worldheritage #v…,urbansafaris,1872,
132,5fabaabc68979ba54f425d4f,"RT @BerlinTourism: Have a beautiful start to the day 💛
#Berlin #visitberlinlater #WednesdayMotivation

📷 Instagram / yk_n_c https://t.co/bI…",urbansafaris,1872,
133,5fabaac468979ba54f425d50,RT @ClarenceHouse: The Prince of Wales and The Duchess of Cornwall will visit Germany to attend The Central Remembrance Ceremony in Berlin…,HananNadim,191,
134,5fabaad768979ba54f425d51,"RT @WJacky101: At the @PUBG PGI 2018 Berlin afterparty..

These were the most glorious days in PUBG history - pure magic! https://t.co/H75F…",toughjapon,29,
135,5fabaae568979ba54f425d52,Fact Check: Berlin's Freedom Bell Did NOT Ring To Celebrate Joe Biden's Win   https://t.co/rmdXWhaaiO via @leadstoriescom,paulwiggins,4950,
136,5fabaae768979ba54f425d53,"#FreedomDay 🥳

Today marks the annual World Freedom Day, initially celebrated by the United States to commemorate t… https://t.co/MUzJqp7K5K",youthopiatalks,97,
137,5fabaae968979ba54f425d54,"Iponweb is hiring a UI &amp; UX Designer in Berlin, Germany. 

You'll work with international teams to build tools and… https://t.co/BQG6YomFU6",jmspool,105154,
138,5fabaaf268979ba54f425d55,"Dash Berlin, Roxanne Emery - Lighting The Bridges (2020) #listen #live #follow_us #support_us
https://t.co/VIJMnOQLmd",StarRadioOff,79,
139,5fabaaf368979ba54f425d56,"RT @AlemayehuFentaw: Yesterday, Ethiopia recalled Tegaru consular staff in all embassies. They were told orally, without any letters from t…",abebeg5,2,
140,5fabaaf468979ba54f425d57,"How it all began.....
#wizardofbooze #madscientist #liquidintelligence #weirdmotherfucker #HairyPotter #cocktail… https://t.co/LoVWBYnOP2",Zyankalibar,212,
141,5fabaaf468979ba54f425d58,"RT @youthopiatalks: #FreedomDay 🥳

Today marks the annual World Freedom Day, initially celebrated by the United States to commemorate the f…",izzarenee,215,
142,5fabaaf968979ba54f425d59,RT @BTH_Bill: GM sued the United States for bombing one of their Berlin factories (which was making vehicles for the Third Reich) during Wo…,RumNCats,259,
143,5fabaaff68979ba54f425d5a,"RT @Marnjam1: @AlemayehuFentaw ⚠️#StopDeportingTegaru⚠️ Berlin, Frankfurt, Paris, Rome, &amp; London 
🛑 #EthnicCleansing .@BarackObama @YouTube…",abebeg5,2,
144,5fabab0a68979ba54f425d5b,@naomi_long @allianceparty @LynInvergirl @missinver @DannyDonnelly1 @StephenFarryMP @Kelmba @AndrewMuirNI… https://t.co/zcGteeIMbB,sillo_et,45,
145,5fabab0d68979ba54f425d5c,"RT @youthopiatalks: #FreedomDay 🥳

Today marks the annual World Freedom Day, initially celebrated by the United States to commemorate the f…",styrennn,353,
146,5fabab1e68979ba54f425d5d,Interesting insights based on Austrian social security data!,SimoneHaeckl,125,
147,5fabab2b68979ba54f425d5e,RT @henokgabisa: Seems like Abiy is conducting Anti-Tigray people war; not anti-TPLF! Clear violation of serious breaches of the internatio…,AbbaBerisso,23,
148,5fabab3568979ba54f425d5f,@agent_1925 Hi. Hope you’re safe &amp; well. Contacting you from Ruptly news agency in Berlin. Did you film this? If ye… https://t.co/zYbuF1B4nT,ruptly_newsroom,910,
149,5fabab4168979ba54f425d60,@polizeiberlin Why not just multiplying the automatic radars everywhere in Berlin?,RaffiNoName,8,
150,5fabab5c68979ba54f425d61,"【 #TOKASHongo 】3DVR contents of TOKAS-Emerging 2020 and TOKAS CiR 2020 ""Daisy Chain,"" and the video of the exhibiti… https://t.co/U3k6bMCxDS",tokas_en,2431,
151,5fabab6468979ba54f425d62,"Got a letter from my landlord yday informing me that due to new Berlin laws my rent will be reduced by 36%. It's not a prank, I checked.",AliceAustin3,191,
152,5fabab7368979ba54f425d63,"RT @wildcat_ink: Model @wildcat_ink 
Homepage: 
https://t.co/Xusc8obb9p
#Wildcat #inkedmodel #tätowiert #tattoo #pinup #girlwithtattoos #ta…",JLSHRFanPage,9006,
153,5fabab7a68979ba54f425d64,Randomness of wild animals on the development of Expressionism in Munich and Berlin. The,k_rodrigues05,0,
154,5fabab8468979ba54f425d65,RT @DemocracyR: Are you a political or social science student interested in discovering what it's like to work for an international #NGO?…,_Elif_Durmus,517,
155,5fabab8668979ba54f425d66,RT @FXMC1957: UK No.1 on this day in 1986: Berlin - Take My Breath Away https://t.co/4E10v8aq61 via @YouTube,husvetinyul,120,
156,5fabab8a68979ba54f425d67,"For me this has always struck me as the most poignant war memorial 

Käthe Kollwitz’s sculpture ‘Mother with her De… https://t.co/pRgjzDJ9V5",JeersHugh,138,
